user_id,session_date,content_type,device_type,subscription_tier,minutes_watched
user_02874,2024-01-25,movie,web,standard,37
user_02898,2024-01-25,movie,web,standard,34
user_02899,2024-01-25,tv_show,tv,basic,18
user_02930,2024-01-25,documentary,web,standard,36
user_02933,2024-01-25,tv_show,web,standard,85
user_02934,2024-01-25,movie,mobile,standard,14
user_02936,2024-01-25,movie,mobile,standard,24
user_02942,2024-01-25,tv_show,mobile,premium,8
user_02943,2024-01-25,movie,web,standard,31
user_02944,2024-01-25,movie,mobile,standard,31
user_02947,2024-01-25,movie,web,basic,35
user_02950,2024-01-25,tv_show,tv,standard,30
user_02956,2024-01-25,movie,mobile,basic,27
user_02957,2024-01-25,tv_show,tv,basic,90
user_02976,2024-01-25,tv_show,web,basic,76
user_02984,2024-01-25,tv_show,mobile,basic,77
user_02990,2024-01-25,movie,mobile,standard,8
user_03024,2024-01-25,tv_show,mobile,basic,14
user_03027,2024-01-25,movie,mobile,premium,75
user_03059,2024-01-25,documentary,web,premium,43
user_03067,2024-01-25,movie,mobile,premium,64
user_03076,2024-01-25,movie,mobile,standard,26
user_03079,2024-01-25,movie,tv,basic,38
user_03097,2024-01-25,movie,tv,standard,31
user_03115,2024-01-25,movie,mobile,standard,50
user_03144,2024-01-25,movie,tv,basic,11
user_03148,2024-01-25,tv_show,tv,basic,64
user_03158,2024-01-25,movie,mobile,premium,28
user_03187,2024-01-25,documentary,mobile,basic,21
user_03189,2024-01-25,documentary,tv,standard,47
user_03191,2024-01-25,tv_show,mobile,standard,1
user_03200,2024-01-25,movie,mobile,standard,41
user_03202,2024-01-25,movie,mobile,premium,13
user_03225,2024-01-25,movie,tv,basic,14
user_03254,2024-01-25,movie,mobile,standard,26
user_03257,2024-01-25,documentary,web,standard,23
user_03263,2024-01-25,tv_show,tv,standard,48
user_03286,2024-01-25,movie,web,premium,82
user_03295,2024-01-25,movie,mobile,standard,55
user_03300,2024-01-25,movie,web,standard,18
user_03314,2024-01-25,movie,mobile,standard,35
user_03317,2024-01-25,documentary,web,basic,24
user_03322,2024-01-25,tv_show,mobile,basic,54
user_03332,2024-01-25,tv_show,mobile,basic,19
user_03339,2024-01-25,documentary,mobile,basic,33
user_03386,2024-01-25,tv_show,mobile,basic,46
user_03402,2024-01-25,documentary,web,standard,10
user_03433,2024-01-25,movie,mobile,basic,35
user_03435,2024-01-25,movie,web,standard,38
user_03436,2024-01-25,movie,tv,basic,65
user_03437,2024-01-25,movie,mobile,premium,39
user_03438,2024-01-25,tv_show,tv,basic,29
user_03451,2024-01-25,movie,mobile,standard,22
user_03462,2024-01-25,movie,mobile,basic,28
user_03466,2024-01-25,movie,mobile,premium,63
user_03470,2024-01-25,movie,mobile,basic,2
user_03488,2024-01-25,tv_show,mobile,standard,1
user_03511,2024-01-25,movie,tv,standard,25
user_03513,2024-01-25,movie,web,standard,8
user_03555,2024-01-25,movie,web,standard,136
user_03562,2024-01-25,movie,mobile,basic,77
user_03566,2024-01-25,movie,tv,premium,82
user_03589,2024-01-25,movie,mobile,basic,16
user_03598,2024-01-25,documentary,mobile,standard,49
user_03600,2024-01-25,tv_show,mobile,basic,43
user_03601,2024-01-25,movie,web,standard,2
user_03613,2024-01-25,movie,web,premium,62
user_03623,2024-01-25,movie,tv,standard,85
user_03629,2024-01-25,tv_show,web,premium,72
user_03634,2024-01-25,movie,web,basic,9
user_03642,2024-01-25,movie,mobile,basic,33
user_03660,2024-01-25,movie,tv,standard,33
user_03672,2024-01-25,tv_show,mobile,basic,14
user_03673,2024-01-25,tv_show,web,standard,30
user_03678,2024-01-25,movie,mobile,basic,37
user_03682,2024-01-25,movie,web,standard,22
user_03690,2024-01-25,movie,mobile,premium,50
user_03704,2024-01-25,movie,mobile,basic,13
user_03723,2024-01-25,documentary,mobile,premium,52
user_03728,2024-01-25,movie,mobile,basic,25
user_03731,2024-01-25,movie,tv,basic,23
user_03732,2024-01-25,documentary,tv,premium,94
user_03736,2024-01-25,tv_show,web,standard,47
user_03737,2024-01-25,tv_show,mobile,basic,59
user_03739,2024-01-25,movie,tv,basic,117
user_03777,2024-01-25,movie,web,basic,50
user_03790,2024-01-25,movie,tv,standard,31
user_03800,2024-01-25,movie,web,basic,77
user_03804,2024-01-25,movie,mobile,basic,20
user_03822,2024-01-25,tv_show,mobile,standard,14
user_03841,2024-01-25,movie,web,standard,9
user_03855,2024-01-25,movie,mobile,premium,55
user_03856,2024-01-25,tv_show,web,premium,101
user_03867,2024-01-25,movie,mobile,basic,11
user_03869,2024-01-25,tv_show,mobile,basic,23
user_03907,2024-01-25,movie,web,premium,62
user_03911,2024-01-25,tv_show,web,basic,6
user_03920,2024-01-25,movie,web,standard,4
user_03933,2024-01-25,documentary,mobile,premium,40
user_03934,2024-01-25,movie,mobile,standard,37
user_03935,2024-01-25,movie,mobile,standard,37
user_03954,2024-01-25,tv_show,mobile,basic,25
user_03980,2024-01-25,tv_show,mobile,standard,61
user_03993,2024-01-25,documentary,mobile,standard,26
user_04010,2024-01-25,tv_show,mobile,premium,112
user_04025,2024-01-25,tv_show,tv,standard,73
user_04030,2024-01-25,tv_show,web,basic,30
user_04051,2024-01-25,movie,mobile,basic,19
user_04078,2024-01-25,documentary,tv,premium,129
user_04080,2024-01-25,movie,mobile,premium,28
user_04086,2024-01-25,movie,mobile,standard,18
user_04091,2024-01-25,tv_show,mobile,basic,26
user_04112,2024-01-25,movie,web,premium,77
user_04120,2024-01-25,tv_show,mobile,basic,33
user_04128,2024-01-25,movie,tv,basic,56
user_04134,2024-01-25,movie,web,basic,102
user_04182,2024-01-25,movie,mobile,basic,56
user_04190,2024-01-25,movie,mobile,basic,16
user_04232,2024-01-25,movie,mobile,basic,18
user_04243,2024-01-25,movie,web,standard,46
user_04259,2024-01-25,movie,web,standard,46
user_04269,2024-01-25,movie,web,premium,16
user_04289,2024-01-25,movie,web,standard,21
user_04298,2024-01-25,movie,mobile,premium,64
user_04312,2024-01-25,tv_show,web,basic,66
user_04319,2024-01-25,movie,mobile,basic,64
user_04320,2024-01-25,documentary,tv,basic,9
user_04348,2024-01-25,movie,mobile,standard,26
user_04360,2024-01-25,movie,mobile,premium,51
user_04379,2024-01-25,movie,mobile,premium,26
user_04382,2024-01-25,tv_show,tv,standard,31
user_04392,2024-01-25,documentary,web,standard,42
user_04404,2024-01-25,movie,tv,premium,37
user_04440,2024-01-25,documentary,mobile,standard,67
user_04441,2024-01-25,tv_show,web,standard,7
user_04445,2024-01-25,movie,web,standard,53
user_04447,2024-01-25,movie,web,basic,28
user_04464,2024-01-25,documentary,web,standard,25
user_04469,2024-01-25,movie,mobile,basic,16
user_04507,2024-01-25,movie,mobile,basic,19
user_04517,2024-01-25,tv_show,tv,premium,34
user_04520,2024-01-25,tv_show,mobile,basic,28
user_04528,2024-01-25,movie,web,basic,26
user_04531,2024-01-25,movie,web,standard,11
user_04537,2024-01-25,movie,web,basic,47
user_04540,2024-01-25,documentary,mobile,standard,23
user_04578,2024-01-25,movie,tv,standard,46
user_04582,2024-01-25,movie,web,basic,14
user_04586,2024-01-25,movie,tv,premium,10
user_04592,2024-01-25,movie,mobile,basic,37
user_04596,2024-01-25,movie,mobile,standard,8
user_04612,2024-01-25,movie,mobile,standard,29
user_04613,2024-01-25,tv_show,mobile,standard,59
user_04634,2024-01-25,documentary,mobile,standard,29
user_04635,2024-01-25,tv_show,mobile,premium,71
user_04644,2024-01-25,documentary,mobile,standard,11
user_04652,2024-01-25,documentary,web,standard,46
user_04682,2024-01-25,movie,mobile,basic,31
user_04686,2024-01-25,movie,mobile,premium,37
user_04688,2024-01-25,documentary,mobile,standard,17
user_04692,2024-01-25,tv_show,mobile,basic,14
user_04693,2024-01-25,movie,web,basic,23
user_04748,2024-01-25,movie,web,basic,33
user_04753,2024-01-25,documentary,web,standard,8
user_04759,2024-01-25,documentary,mobile,basic,21
user_04764,2024-01-25,documentary,mobile,basic,15
user_04768,2024-01-25,movie,web,standard,8
user_04787,2024-01-25,movie,mobile,premium,30
user_04804,2024-01-25,movie,web,premium,18
user_04815,2024-01-25,movie,mobile,basic,21
user_04816,2024-01-25,movie,tv,standard,17
user_04816,2024-01-25,movie,tv,standard,127
user_04816,2024-01-25,movie,mobile,premium,4
user_04838,2024-01-25,movie,mobile,standard,35
user_04839,2024-01-25,movie,tv,premium,28
user_04846,2024-01-25,documentary,web,premium,44
user_04862,2024-01-25,documentary,mobile,basic,27
user_04864,2024-01-25,movie,mobile,standard,13
user_04886,2024-01-25,tv_show,web,standard,50
user_04887,2024-01-25,movie,tv,basic,39
user_04907,2024-01-25,movie,tv,basic,51
user_04910,2024-01-25,movie,mobile,premium,153
user_04952,2024-01-25,tv_show,web,basic,33
user_04954,2024-01-25,movie,web,basic,68
user_04958,2024-01-25,movie,mobile,premium,55
user_04963,2024-01-25,movie,tv,premium,42
user_04972,2024-01-25,documentary,mobile,standard,47
user_04984,2024-01-25,movie,mobile,premium,40
user_04987,2024-01-25,tv_show,mobile,basic,34
user_04997,2024-01-25,tv_show,web,premium,31
user_04998,2024-01-25,tv_show,mobile,basic,46
user_00044,2024-01-26,movie,mobile,premium,39
user_00058,2024-01-26,tv_show,tv,premium,119
user_00064,2024-01-26,movie,tv,basic,44
user_00095,2024-01-26,tv_show,web,basic,44
user_00108,2024-01-26,movie,web,standard,59
user_00126,2024-01-26,documentary,web,basic,20
user_00135,2024-01-26,tv_show,web,basic,69
user_00143,2024-01-26,movie,mobile,standard,62
user_00147,2024-01-26,movie,web,basic,48
user_00154,2024-01-26,documentary,web,basic,68
user_00161,2024-01-26,movie,mobile,basic,53
user_00168,2024-01-26,movie,mobile,basic,6
user_00190,2024-01-26,documentary,tv,premium,125
user_00204,2024-01-26,tv_show,mobile,premium,97
user_00214,2024-01-26,documentary,mobile,basic,61
user_00223,2024-01-26,movie,web,premium,5
user_00236,2024-01-26,movie,web,premium,49
user_00238,2024-01-26,movie,web,premium,71
user_00245,2024-01-26,tv_show,web,premium,59
user_00258,2024-01-26,movie,tv,standard,22
user_00270,2024-01-26,movie,web,premium,41
user_00275,2024-01-26,movie,mobile,standard,75
user_00277,2024-01-26,movie,web,basic,14
user_00293,2024-01-26,movie,tv,standard,24
user_00310,2024-01-26,movie,web,standard,27
user_00311,2024-01-26,tv_show,mobile,premium,31
user_00333,2024-01-26,movie,mobile,basic,37
user_00347,2024-01-26,movie,mobile,premium,19
user_00371,2024-01-26,movie,tv,basic,19
user_00390,2024-01-26,movie,tv,basic,35
user_00400,2024-01-26,tv_show,mobile,premium,34
user_00408,2024-01-26,tv_show,mobile,basic,19
user_00422,2024-01-26,movie,tv,standard,56
user_00426,2024-01-26,documentary,mobile,standard,12
user_00450,2024-01-26,documentary,web,standard,33
user_00457,2024-01-26,movie,tv,basic,17
user_00460,2024-01-26,movie,mobile,standard,30
user_00496,2024-01-26,tv_show,web,basic,56
user_00507,2024-01-26,tv_show,mobile,basic,87
user_00526,2024-01-26,movie,web,basic,42
user_00534,2024-01-26,movie,mobile,standard,49
user_00538,2024-01-26,movie,tv,standard,72
user_00540,2024-01-26,tv_show,web,premium,30
user_00544,2024-01-26,movie,web,basic,25
user_00545,2024-01-26,documentary,mobile,premium,37
user_00545,2024-01-26,movie,tv,basic,7
user_00552,2024-01-26,movie,mobile,standard,30
user_00572,2024-01-26,tv_show,tv,basic,87
user_00573,2024-01-26,documentary,web,standard,35
user_00581,2024-01-26,movie,web,standard,8
user_00592,2024-01-26,movie,tv,basic,114
user_00596,2024-01-26,tv_show,mobile,standard,34
user_00597,2024-01-26,tv_show,mobile,premium,17
user_00603,2024-01-26,tv_show,web,standard,59
user_00606,2024-01-26,movie,mobile,standard,22
user_00621,2024-01-26,tv_show,tv,premium,193
user_00628,2024-01-26,tv_show,web,standard,39
user_00639,2024-01-26,tv_show,mobile,standard,22
user_00641,2024-01-26,movie,mobile,premium,58
user_00659,2024-01-26,movie,web,premium,10
user_00664,2024-01-26,movie,tv,basic,98
user_00687,2024-01-26,movie,tv,standard,74
user_00692,2024-01-26,movie,web,basic,41
user_00694,2024-01-26,tv_show,web,standard,98
user_00699,2024-01-26,movie,mobile,standard,20
user_00701,2024-01-26,tv_show,mobile,basic,51
user_00729,2024-01-26,tv_show,tv,premium,80
user_00733,2024-01-26,movie,mobile,standard,8
user_00754,2024-01-26,movie,mobile,standard,18
user_00754,2024-01-26,tv_show,web,premium,50
user_00758,2024-01-26,tv_show,mobile,standard,37
user_00771,2024-01-26,documentary,web,standard,54
user_00772,2024-01-26,documentary,mobile,premium,47
user_00775,2024-01-26,movie,mobile,standard,77
user_00785,2024-01-26,tv_show,mobile,basic,21
user_00793,2024-01-26,movie,mobile,basic,15
user_00793,2024-01-26,movie,mobile,standard,38
user_00798,2024-01-26,movie,mobile,premium,7
user_00814,2024-01-26,tv_show,web,standard,38
user_00816,2024-01-26,movie,tv,standard,44
user_00820,2024-01-26,tv_show,web,standard,98
user_00829,2024-01-26,tv_show,tv,basic,78
user_00865,2024-01-26,documentary,tv,standard,31
user_00873,2024-01-26,tv_show,mobile,standard,21
user_00873,2024-01-26,tv_show,mobile,basic,18
user_00906,2024-01-26,tv_show,mobile,standard,10
user_00934,2024-01-26,movie,mobile,standard,11
user_00936,2024-01-26,movie,mobile,premium,33
user_00954,2024-01-26,tv_show,mobile,premium,32
user_00970,2024-01-26,movie,web,standard,40
user_00985,2024-01-26,movie,mobile,standard,11
user_00994,2024-01-26,movie,mobile,standard,26
user_00995,2024-01-26,movie,mobile,standard,41
user_01003,2024-01-26,movie,mobile,basic,35
user_01015,2024-01-26,movie,mobile,premium,23
user_01024,2024-01-26,movie,mobile,basic,15
user_01025,2024-01-26,tv_show,mobile,standard,8
user_01038,2024-01-26,movie,tv,basic,40
user_01064,2024-01-26,tv_show,mobile,premium,51
user_01075,2024-01-26,tv_show,tv,standard,28
user_01082,2024-01-26,documentary,mobile,basic,5
user_01108,2024-01-26,movie,tv,basic,42
user_01124,2024-01-26,tv_show,mobile,standard,43
user_01128,2024-01-26,tv_show,mobile,premium,45
user_01132,2024-01-26,movie,tv,basic,89
user_01133,2024-01-26,tv_show,mobile,basic,9
user_01145,2024-01-26,tv_show,web,standard,15
user_01155,2024-01-26,movie,mobile,standard,17
user_01202,2024-01-26,tv_show,mobile,premium,50
user_01214,2024-01-26,movie,mobile,standard,19
user_01214,2024-01-26,tv_show,web,basic,67
user_01224,2024-01-26,movie,mobile,basic,35
user_01236,2024-01-26,movie,mobile,basic,18
user_01244,2024-01-26,movie,mobile,standard,23
user_01248,2024-01-26,tv_show,web,standard,31
user_01258,2024-01-26,movie,web,basic,79
user_01262,2024-01-26,movie,mobile,standard,31
user_01277,2024-01-26,documentary,tv,basic,62
user_01289,2024-01-26,tv_show,tv,basic,81
user_01294,2024-01-26,movie,mobile,standard,32
user_01294,2024-01-26,tv_show,tv,premium,26
user_01297,2024-01-26,documentary,mobile,premium,64
user_01313,2024-01-26,tv_show,mobile,basic,5
user_01330,2024-01-26,tv_show,tv,basic,110
user_01336,2024-01-26,movie,mobile,premium,3
user_01341,2024-01-26,tv_show,mobile,basic,9
user_01372,2024-01-26,movie,web,standard,13
user_01393,2024-01-26,movie,mobile,standard,51
user_01397,2024-01-26,movie,mobile,basic,31
user_01401,2024-01-26,movie,mobile,basic,48
user_01414,2024-01-26,movie,web,standard,3
user_01418,2024-01-26,tv_show,mobile,basic,73
user_01424,2024-01-26,tv_show,web,basic,14
user_01434,2024-01-26,movie,mobile,premium,43
user_01439,2024-01-26,movie,web,standard,39
user_01459,2024-01-26,documentary,tv,basic,63
user_01487,2024-01-26,movie,mobile,standard,20
user_01495,2024-01-26,documentary,web,premium,8
user_01499,2024-01-26,tv_show,web,basic,51
user_01523,2024-01-26,movie,tv,standard,43
user_01523,2024-01-26,tv_show,tv,premium,30
user_01525,2024-01-26,movie,web,standard,126
user_01555,2024-01-26,tv_show,mobile,basic,22
user_01560,2024-01-26,tv_show,mobile,premium,53
user_01566,2024-01-26,movie,web,standard,19
user_01572,2024-01-26,movie,mobile,standard,17
user_01594,2024-01-26,movie,mobile,standard,19
user_01624,2024-01-26,movie,mobile,standard,28
user_01646,2024-01-26,documentary,mobile,basic,39
user_01655,2024-01-26,tv_show,web,basic,39
user_01668,2024-01-26,movie,mobile,standard,2
user_01673,2024-01-26,movie,mobile,standard,60
user_01683,2024-01-26,tv_show,mobile,basic,45
user_01690,2024-01-26,tv_show,mobile,standard,66
user_01702,2024-01-26,movie,web,premium,83
user_01706,2024-01-26,movie,mobile,basic,23
user_01720,2024-01-26,movie,web,standard,31
user_01721,2024-01-26,movie,mobile,premium,32
user_01724,2024-01-26,movie,mobile,premium,34
user_01727,2024-01-26,movie,mobile,basic,21
user_01737,2024-01-26,movie,mobile,basic,79
user_01751,2024-01-26,movie,web,basic,46
user_01758,2024-01-26,movie,web,standard,49
user_01773,2024-01-26,tv_show,tv,standard,60
user_01775,2024-01-26,documentary,mobile,standard,49
user_01778,2024-01-26,tv_show,mobile,standard,99
user_01800,2024-01-26,tv_show,mobile,standard,25
user_01808,2024-01-26,movie,web,standard,36
user_01833,2024-01-26,tv_show,web,standard,62
user_01840,2024-01-26,movie,mobile,standard,40
user_01843,2024-01-26,movie,mobile,premium,31
user_01850,2024-01-26,tv_show,web,premium,4
user_01851,2024-01-26,tv_show,tv,standard,86
user_01854,2024-01-26,tv_show,mobile,basic,38
user_01855,2024-01-26,movie,mobile,basic,50
user_01862,2024-01-26,movie,mobile,standard,14
user_01869,2024-01-26,tv_show,mobile,premium,62
user_01877,2024-01-26,movie,mobile,basic,36
user_01885,2024-01-26,tv_show,web,standard,31
user_01888,2024-01-26,movie,web,premium,72
user_01891,2024-01-26,movie,web,basic,95
user_01898,2024-01-26,movie,mobile,basic,11
user_01902,2024-01-26,movie,mobile,basic,32
user_01904,2024-01-26,documentary,web,basic,12
user_01914,2024-01-26,tv_show,tv,standard,53
user_01916,2024-01-26,movie,tv,basic,22
user_01945,2024-01-26,movie,tv,basic,70
user_01948,2024-01-26,tv_show,web,basic,70
user_01950,2024-01-26,documentary,mobile,basic,8
user_01970,2024-01-26,documentary,mobile,standard,75
user_01971,2024-01-26,movie,tv,basic,65
user_01973,2024-01-26,movie,mobile,standard,61
user_01975,2024-01-26,documentary,mobile,basic,22
user_01983,2024-01-26,tv_show,mobile,basic,20
user_01986,2024-01-26,movie,mobile,premium,28
user_02018,2024-01-26,tv_show,tv,basic,60
user_02061,2024-01-26,movie,mobile,standard,71
user_02064,2024-01-26,movie,mobile,standard,42
user_02090,2024-01-26,movie,mobile,premium,32
user_02129,2024-01-26,movie,mobile,basic,26
user_02134,2024-01-26,tv_show,mobile,basic,41
user_02135,2024-01-26,movie,tv,premium,2
user_02137,2024-01-26,movie,mobile,premium,37
user_02181,2024-01-26,movie,mobile,standard,35
user_02191,2024-01-26,movie,mobile,standard,40
user_02191,2024-01-26,movie,tv,standard,24
user_02193,2024-01-26,movie,tv,standard,59
user_02197,2024-01-26,tv_show,web,standard,15
user_02211,2024-01-26,movie,web,basic,6
user_02264,2024-01-26,movie,web,premium,40
user_02274,2024-01-26,tv_show,web,basic,30
user_02321,2024-01-26,movie,mobile,basic,22
user_02355,2024-01-26,tv_show,tv,standard,29
user_02360,2024-01-26,movie,web,standard,145
user_02366,2024-01-26,movie,web,premium,100
user_02371,2024-01-26,tv_show,mobile,standard,24
user_02428,2024-01-26,movie,web,standard,85
user_02428,2024-01-26,movie,web,basic,107
user_02452,2024-01-26,movie,web,standard,55
user_02454,2024-01-26,movie,tv,standard,40
user_02456,2024-01-26,movie,tv,standard,139
user_02470,2024-01-26,tv_show,web,basic,22
user_02483,2024-01-26,tv_show,mobile,basic,90
user_02484,2024-01-26,movie,tv,premium,12
user_02486,2024-01-26,movie,mobile,basic,17
user_02509,2024-01-26,movie,mobile,basic,23
user_02510,2024-01-26,documentary,tv,standard,27
user_02510,2024-01-26,movie,tv,premium,98
user_02514,2024-01-26,movie,mobile,standard,15
user_02535,2024-01-26,documentary,mobile,standard,25
user_02557,2024-01-26,movie,mobile,basic,19
user_02560,2024-01-26,tv_show,mobile,basic,49
user_02561,2024-01-26,tv_show,web,basic,23
user_02562,2024-01-26,tv_show,web,basic,16
user_02573,2024-01-26,tv_show,tv,basic,56
user_02600,2024-01-26,tv_show,mobile,basic,30
user_02601,2024-01-26,movie,web,standard,57
user_02626,2024-01-26,movie,tv,premium,85
user_02629,2024-01-26,movie,mobile,premium,51
user_02629,2024-01-26,tv_show,tv,standard,50
user_02634,2024-01-26,movie,tv,basic,12
user_02656,2024-01-26,tv_show,tv,standard,150
user_02656,2024-01-26,movie,web,premium,1
user_02668,2024-01-26,movie,mobile,standard,25
user_02681,2024-01-26,tv_show,mobile,premium,28
user_02686,2024-01-26,tv_show,web,standard,70
user_02693,2024-01-26,movie,mobile,basic,36
user_02704,2024-01-26,movie,web,premium,8
user_02709,2024-01-26,movie,mobile,basic,51
user_02715,2024-01-26,movie,tv,basic,68
user_02721,2024-01-26,movie,tv,basic,26
user_02725,2024-01-26,movie,tv,basic,41
user_02744,2024-01-26,movie,mobile,standard,27
user_02745,2024-01-26,movie,web,standard,30
user_02751,2024-01-26,tv_show,web,standard,46
user_02775,2024-01-26,movie,mobile,standard,10
user_02777,2024-01-26,movie,mobile,basic,31
user_02786,2024-01-26,movie,mobile,standard,47
user_02794,2024-01-26,tv_show,tv,standard,50
user_02827,2024-01-26,documentary,mobile,standard,32
user_02856,2024-01-26,documentary,mobile,basic,2
user_02862,2024-01-26,movie,mobile,premium,79
user_02872,2024-01-26,tv_show,mobile,basic,4
user_02882,2024-01-26,movie,mobile,standard,15
user_02883,2024-01-26,movie,tv,standard,36
user_02887,2024-01-26,tv_show,mobile,standard,11
user_02922,2024-01-26,movie,web,standard,74
user_02928,2024-01-26,tv_show,tv,premium,53
user_02940,2024-01-26,movie,tv,standard,36
user_02943,2024-01-26,tv_show,mobile,basic,7
user_02952,2024-01-26,tv_show,web,standard,39
user_02957,2024-01-26,movie,web,basic,12
user_02964,2024-01-26,tv_show,mobile,basic,29
user_02970,2024-01-26,tv_show,web,basic,36
user_02977,2024-01-26,movie,mobile,standard,56
user_02979,2024-01-26,movie,web,standard,98
user_02981,2024-01-26,movie,mobile,premium,64
user_03005,2024-01-26,movie,mobile,standard,42
user_03005,2024-01-26,movie,mobile,standard,20
user_03020,2024-01-26,movie,web,premium,28
user_03036,2024-01-26,tv_show,mobile,standard,7
user_03051,2024-01-26,movie,web,standard,83
user_03068,2024-01-26,tv_show,web,standard,36
user_03077,2024-01-26,tv_show,mobile,standard,36
user_03081,2024-01-26,movie,web,premium,62
user_03091,2024-01-26,tv_show,mobile,standard,48
user_03093,2024-01-26,tv_show,web,basic,48
user_03094,2024-01-26,tv_show,tv,standard,97
user_03131,2024-01-26,movie,mobile,standard,20
user_03144,2024-01-26,tv_show,mobile,premium,45
user_03147,2024-01-26,tv_show,web,standard,34
user_03163,2024-01-26,documentary,web,premium,44
user_03166,2024-01-26,documentary,web,standard,22
user_03169,2024-01-26,movie,mobile,basic,21
user_03174,2024-01-26,tv_show,tv,standard,101
user_03218,2024-01-26,movie,web,standard,9
user_03218,2024-01-26,tv_show,tv,basic,70
user_03229,2024-01-26,tv_show,web,basic,69
user_03233,2024-01-26,movie,tv,standard,44
user_03233,2024-01-26,tv_show,tv,standard,70
user_03242,2024-01-26,tv_show,web,basic,22
user_03252,2024-01-26,movie,tv,standard,12
user_03293,2024-01-26,tv_show,web,basic,43
user_03315,2024-01-26,movie,web,basic,18
user_03335,2024-01-26,tv_show,tv,basic,167
user_03357,2024-01-26,tv_show,mobile,standard,39
user_03358,2024-01-26,movie,web,basic,31
user_03361,2024-01-26,movie,mobile,basic,73
user_03371,2024-01-26,tv_show,web,premium,48
user_03378,2024-01-26,movie,tv,basic,40
user_03380,2024-01-26,movie,mobile,standard,15
user_03386,2024-01-26,tv_show,web,standard,14
user_03393,2024-01-26,movie,web,premium,72
user_03400,2024-01-26,movie,mobile,standard,28
user_03403,2024-01-26,movie,mobile,standard,17
user_03415,2024-01-26,tv_show,web,premium,105
user_03423,2024-01-26,movie,mobile,standard,17
user_03437,2024-01-26,movie,web,basic,71
user_03444,2024-01-26,movie,web,basic,37
user_03446,2024-01-26,movie,mobile,basic,35
user_03464,2024-01-26,movie,tv,standard,166
user_03472,2024-01-26,movie,web,basic,19
user_03475,2024-01-26,movie,web,basic,9
user_03479,2024-01-26,movie,mobile,basic,49
user_03482,2024-01-26,movie,web,basic,31
user_03487,2024-01-26,movie,web,basic,123
user_03495,2024-01-26,movie,mobile,basic,24
user_03496,2024-01-26,movie,mobile,premium,39
user_03497,2024-01-26,movie,mobile,premium,63
user_03520,2024-01-26,movie,web,standard,79
user_03540,2024-01-26,movie,mobile,standard,36
user_03542,2024-01-26,movie,tv,premium,144
user_03556,2024-01-26,movie,tv,basic,6
user_03557,2024-01-26,tv_show,web,basic,9
user_03560,2024-01-26,tv_show,mobile,standard,43
user_03563,2024-01-26,tv_show,mobile,premium,36
user_03569,2024-01-26,tv_show,mobile,premium,91
user_03593,2024-01-26,documentary,mobile,standard,51
user_03619,2024-01-26,movie,mobile,basic,19
user_03624,2024-01-26,tv_show,tv,premium,46
user_03625,2024-01-26,movie,mobile,standard,63
user_03631,2024-01-26,documentary,tv,standard,70
user_03643,2024-01-26,tv_show,tv,standard,198
user_03669,2024-01-26,movie,web,premium,46
user_03670,2024-01-26,movie,web,standard,23
user_03672,2024-01-26,movie,tv,standard,140
user_03701,2024-01-26,movie,tv,basic,136
user_03720,2024-01-26,movie,mobile,premium,24
user_03738,2024-01-26,movie,mobile,basic,14
user_03738,2024-01-26,movie,mobile,premium,9
user_03745,2024-01-26,movie,mobile,basic,23
user_03750,2024-01-26,tv_show,web,basic,60
user_03752,2024-01-26,movie,mobile,basic,11
user_03753,2024-01-26,tv_show,mobile,basic,30
user_03791,2024-01-26,tv_show,tv,basic,24
user_03808,2024-01-26,movie,mobile,standard,56
user_03838,2024-01-26,movie,tv,standard,74
user_03840,2024-01-26,movie,mobile,premium,76
user_03844,2024-01-26,movie,tv,basic,16
user_03849,2024-01-26,movie,mobile,basic,27
user_03853,2024-01-26,movie,tv,basic,37
user_03855,2024-01-26,movie,tv,standard,63
user_03870,2024-01-26,movie,mobile,basic,14
user_03873,2024-01-26,movie,mobile,basic,8
user_03876,2024-01-26,movie,web,basic,60
user_03881,2024-01-26,documentary,mobile,premium,36
user_03894,2024-01-26,movie,mobile,standard,32
user_03914,2024-01-26,tv_show,mobile,basic,46
user_03924,2024-01-26,tv_show,mobile,premium,3
user_03926,2024-01-26,movie,mobile,premium,6
user_03949,2024-01-26,documentary,web,basic,81
user_03960,2024-01-26,movie,web,basic,17
user_03960,2024-01-26,tv_show,tv,premium,181
user_03968,2024-01-26,movie,tv,standard,96
user_03974,2024-01-26,movie,mobile,basic,36
user_03976,2024-01-26,movie,web,basic,51
user_04022,2024-01-26,documentary,mobile,standard,39
user_04035,2024-01-26,tv_show,mobile,standard,105
user_04050,2024-01-26,tv_show,mobile,premium,32
user_04052,2024-01-26,movie,mobile,basic,43
user_04099,2024-01-26,documentary,mobile,basic,18
user_04127,2024-01-26,movie,tv,premium,189
user_04132,2024-01-26,movie,web,basic,186
user_04150,2024-01-26,movie,mobile,standard,27
user_04175,2024-01-26,movie,web,basic,35
user_04177,2024-01-26,documentary,tv,premium,15
user_04216,2024-01-26,movie,mobile,basic,20
user_04238,2024-01-26,tv_show,mobile,standard,42
user_04250,2024-01-26,movie,mobile,premium,42
user_04270,2024-01-26,movie,mobile,basic,29
user_04283,2024-01-26,movie,mobile,standard,36
user_04298,2024-01-26,movie,mobile,basic,46
user_04313,2024-01-26,movie,tv,premium,62
